grupo,nombre,aporte,cantidad
CEREALES CON GRASA,Croissant,Energia (Kcal),116
CEREALES CON GRASA,Croissant,Proteina (g),2.3
CEREALES CON GRASA,Croissant,Lípidos (g),6.0
CEREALES CON GRASA,Croissant,Hidratos de carbono (g),13.1
CEREALES CON GRASA,Croissant,Fibra (g),0.7
CEREALES CON GRASA,Croissant,Acido Fólico (µg),37.1
CEREALES CON GRASA,Croissant,Calcio (mg),10.5
CEREALES CON GRASA,Croissant,Hierro (mg),0.6
CEREALES CON GRASA,Croissant,sodio (mg),133.1
CEREALES CON GRASA,Croissant,Azúcar por equivalente (g),3.2
CEREALES CON GRASA,Croissant,indice glicémuco,ND
CEREALES CON GRASA,Croissant,Carga glicémica,ND
CEREALES CON GRASA,Croissant de manzana,Cantidad sugerida,3/4
CEREALES CON GRASA,Croissant de manzana,Unidad,pieza mediana
CEREALES CON GRASA,Croissant de manzana,Peso bruto redondeado (g),43
CEREALES CON GRASA,Croissant de manzana,Peso neto (g),43
CEREALES CON GRASA,Croissant de manzana,Energia (Kcal),109
CEREALES CON GRASA,Croissant de manzana,Proteina (g),3.2
CEREALES CON GRASA,Croissant de manzana,Lípidos (g),3.7
CEREALES CON GRASA,Croissant de manzana,Hidratos de carbono (g),15.9
CEREALES CON GRASA,Croissant de manzana,Fibra (g),1.1
CEREALES CON GRASA,Croissant de manzana,Acido Fólico (µg),37.6
CEREALES CON GRASA,Croissant de manzana,Calcio (mg),12.8
CEREALES CON GRASA,Croissant de manzana,Hierro (mg),0.5
CEREALES CON GRASA,Croissant de manzana,sodio (mg),117.1
CEREALES CON GRASA,Croissant de manzana,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Croissant de manzana,indice glicémuco,ND
CEREALES CON GRASA,Croissant de manzana,Carga glicémica,ND
CEREALES CON GRASA,Croissant de queso,Cantidad sugerida,1/2
CEREALES CON GRASA,Croissant de queso,Unidad,pieza mediana
CEREALES CON GRASA,Croissant de queso,Peso bruto redondeado (g),29
CEREALES CON GRASA,Croissant de queso,Peso neto (g),29
CEREALES CON GRASA,Croissant de queso,Energia (Kcal),118
CEREALES CON GRASA,Croissant de queso,Proteina (g),2.6
CEREALES CON GRASA,Croissant de queso,Lípidos (g),6.0
CEREALES CON GRASA,Croissant de queso,Hidratos de carbono (g),13.4
CEREALES CON GRASA,Croissant de queso,Fibra (g),0.7
CEREALES CON GRASA,Croissant de queso,Acido Fólico (µg),29.4
CEREALES CON GRASA,Croissant de queso,Calcio (mg),15.1
CEREALES CON GRASA,Croissant de queso,Hierro (mg),0.6
CEREALES CON GRASA,Croissant de queso,sodio (mg),102.9
CEREALES CON GRASA,Croissant de queso,Azúcar por equivalente (g),3.2
CEREALES CON GRASA,Croissant de queso,indice glicémuco,ND
CEREALES CON GRASA,Croissant de queso,Carga glicémica,ND
CEREALES CON GRASA,Croutones sazonados,Cantidad sugerida,3/4
CEREALES CON GRASA,Croutones sazonados,Unidad,taza
CEREALES CON GRASA,Croutones sazonados,Peso bruto redondeado (g),23
CEREALES CON GRASA,Croutones sazonados,Peso neto (g),23
CEREALES CON GRASA,Croutones sazonados,Energia (Kcal),105
CEREALES CON GRASA,Croutones sazonados,Proteina (g),2.4
CEREALES CON GRASA,Croutones sazonados,Lípidos (g),4.1
CEREALES CON GRASA,Croutones sazonados,Hidratos de carbono (g),14.3
CEREALES CON GRASA,Croutones sazonados,Fibra (g),1.1
CEREALES CON GRASA,Croutones sazonados,Acido Fólico (µg),9.0
CEREALES CON GRASA,Croutones sazonados,Calcio (mg),21.4
CEREALES CON GRASA,Croutones sazonados,Hierro (mg),0.6
CEREALES CON GRASA,Croutones sazonados,sodio (mg),278.4
CEREALES CON GRASA,Croutones sazonados,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Croutones sazonados,indice glicémuco,ND
CEREALES CON GRASA,Croutones sazonados,Carga glicémica,ND
CEREALES CON GRASA,Cuernitos,Cantidad sugerida,1/2
CEREALES CON GRASA,Cuernitos,Unidad,pieza mediana
CEREALES CON GRASA,Cuernitos,Peso bruto redondeado (g),29
CEREALES CON GRASA,Cuernitos,Peso neto (g),29
CEREALES CON GRASA,Cuernitos,Energia (Kcal),116
CEREALES CON GRASA,Cuernitos,Proteina (g),2.3
CEREALES CON GRASA,Cuernitos,Lípidos (g),6.0
CEREALES CON GRASA,Cuernitos,Hidratos de carbono (g),13.1
CEREALES CON GRASA,Cuernitos,Fibra (g),0.7
CEREALES CON GRASA,Cuernitos,Acido Fólico (µg),37.1
CEREALES CON GRASA,Cuernitos,Calcio (mg),10.5
CEREALES CON GRASA,Cuernitos,Hierro (mg),0.6
CEREALES CON GRASA,Cuernitos,sodio (mg),133.1
CEREALES CON GRASA,Cuernitos,Azúcar por equivalente (g),3.2
CEREALES CON GRASA,Cuernitos,indice glicémuco,ND
CEREALES CON GRASA,Cuernitos,Carga glicémica,ND
CEREALES CON GRASA,Cuernitos de manzana,Cantidad sugerida,3/4
CEREALES CON GRASA,Cuernitos de manzana,Unidad,pieza mediana
CEREALES CON GRASA,Cuernitos de manzana,Peso bruto redondeado (g),43
CEREALES CON GRASA,Cuernitos de manzana,Peso neto (g),43
CEREALES CON GRASA,Cuernitos de manzana,Energia (Kcal),109
CEREALES CON GRASA,Cuernitos de manzana,Proteina (g),3.2
CEREALES CON GRASA,Cuernitos de manzana,Lípidos (g),3.7
CEREALES CON GRASA,Cuernitos de manzana,Hidratos de carbono (g),15.9
CEREALES CON GRASA,Cuernitos de manzana,Fibra (g),1.1
CEREALES CON GRASA,Cuernitos de manzana,Acido Fólico (µg),37.6
CEREALES CON GRASA,Cuernitos de manzana,Calcio (mg),12.8
CEREALES CON GRASA,Cuernitos de manzana,Hierro (mg),0.5
CEREALES CON GRASA,Cuernitos de manzana,sodio (mg),117.1
CEREALES CON GRASA,Cuernitos de manzana,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Cuernitos de manzana,indice glicémuco,ND
CEREALES CON GRASA,Cuernitos de manzana,Carga glicémica,ND
CEREALES CON GRASA,Cuernitos de queso,Cantidad sugerida,1/2
CEREALES CON GRASA,Cuernitos de queso,Unidad,pieza mediana
CEREALES CON GRASA,Cuernitos de queso,Peso bruto redondeado (g),29
CEREALES CON GRASA,Cuernitos de queso,Peso neto (g),29
CEREALES CON GRASA,Cuernitos de queso,Energia (Kcal),118
CEREALES CON GRASA,Cuernitos de queso,Proteina (g),2.6
CEREALES CON GRASA,Cuernitos de queso,Lípidos (g),6.0
CEREALES CON GRASA,Cuernitos de queso,Hidratos de carbono (g),13.4
CEREALES CON GRASA,Cuernitos de queso,Fibra (g),0.7
CEREALES CON GRASA,Cuernitos de queso,Acido Fólico (µg),29.4
CEREALES CON GRASA,Cuernitos de queso,Calcio (mg),15.1
CEREALES CON GRASA,Cuernitos de queso,Hierro (mg),0.6
CEREALES CON GRASA,Cuernitos de queso,sodio (mg),102.9
CEREALES CON GRASA,Cuernitos de queso,Azúcar por equivalente (g),3.2
CEREALES CON GRASA,Cuernitos de queso,indice glicémuco,ND
CEREALES CON GRASA,Cuernitos de queso,Carga glicémica,ND
CEREALES CON GRASA,Cuernos,Cantidad sugerida,1/2
CEREALES CON GRASA,Cuernos,Unidad,pieza mediana
CEREALES CON GRASA,Cuernos,Peso bruto redondeado (g),29
CEREALES CON GRASA,Cuernos,Peso neto (g),29
CEREALES CON GRASA,Cuernos,Energia (Kcal),116
CEREALES CON GRASA,Cuernos,Proteina (g),2.3
CEREALES CON GRASA,Cuernos,Lípidos (g),6.0
CEREALES CON GRASA,Cuernos,Hidratos de carbono (g),13.1
CEREALES CON GRASA,Cuernos,Fibra (g),0.7
CEREALES CON GRASA,Cuernos,Acido Fólico (µg),37.1
CEREALES CON GRASA,Cuernos,Calcio (mg),10.5
CEREALES CON GRASA,Cuernos,Hierro (mg),0.6
CEREALES CON GRASA,Cuernos,sodio (mg),133.1
CEREALES CON GRASA,Cuernos,Azúcar por equivalente (g),3.2
CEREALES CON GRASA,Cuernos,indice glicémuco,ND
CEREALES CON GRASA,Cuernos,Carga glicémica,ND
CEREALES CON GRASA,Cupcake de chocolate,Cantidad sugerida,1/2
CEREALES CON GRASA,Cupcake de chocolate,Unidad,pieza 
CEREALES CON GRASA,Cupcake de chocolate,Peso bruto redondeado (g),30
CEREALES CON GRASA,Cupcake de chocolate,Peso neto (g),30
CEREALES CON GRASA,Cupcake de chocolate,Energia (Kcal),105
CEREALES CON GRASA,Cupcake de chocolate,Proteina (g),1.0
CEREALES CON GRASA,Cupcake de chocolate,Lípidos (g),3.5
CEREALES CON GRASA,Cupcake de chocolate,Hidratos de carbono (g),18.0
CEREALES CON GRASA,Cupcake de chocolate,Fibra (g),1.0
CEREALES CON GRASA,Cupcake de chocolate,Acido Fólico (µg),0.0
CEREALES CON GRASA,Cupcake de chocolate,Calcio (mg),0.0
CEREALES CON GRASA,Cupcake de chocolate,Hierro (mg),0.0
CEREALES CON GRASA,Cupcake de chocolate,sodio (mg),0.0
CEREALES CON GRASA,Cupcake de chocolate,Azúcar por equivalente (g),13.0
CEREALES CON GRASA,Cupcake de chocolate,indice glicémuco,ND
CEREALES CON GRASA,Cupcake de chocolate,Carga glicémica,ND
CEREALES CON GRASA,Dalmata,Cantidad sugerida,1/3
CEREALES CON GRASA,Dalmata,Unidad,pieza
CEREALES CON GRASA,Dalmata,Peso bruto redondeado (g),19
CEREALES CON GRASA,Dalmata,Peso neto (g),19
CEREALES CON GRASA,Dalmata,Energia (Kcal),83
CEREALES CON GRASA,Dalmata,Proteina (g),0.8
CEREALES CON GRASA,Dalmata,Lípidos (g),4.0
CEREALES CON GRASA,Dalmata,Hidratos de carbono (g),10.9
CEREALES CON GRASA,Dalmata,Fibra (g),0.2
CEREALES CON GRASA,Dalmata,Acido Fólico (µg),0.0
CEREALES CON GRASA,Dalmata,Calcio (mg),0.0
CEREALES CON GRASA,Dalmata,Hierro (mg),0.0
CEREALES CON GRASA,Dalmata,sodio (mg),47.9
CEREALES CON GRASA,Dalmata,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Dalmata,indice glicémuco,ND
CEREALES CON GRASA,Dalmata,Carga glicémica,ND
CEREALES CON GRASA,Dona,Cantidad sugerida,1/3
CEREALES CON GRASA,Dona,Unidad,pieza
CEREALES CON GRASA,Dona,Peso bruto redondeado (g),21
CEREALES CON GRASA,Dona,Peso neto (g),21
CEREALES CON GRASA,Dona,Energia (Kcal),90
CEREALES CON GRASA,Dona,Proteina (g),1.0
CEREALES CON GRASA,Dona,Lípidos (g),4.9
CEREALES CON GRASA,Dona,Hidratos de carbono (g),10.7
CEREALES CON GRASA,Dona,Fibra (g),0.3
CEREALES CON GRASA,Dona,Acido Fólico (µg),1.8
CEREALES CON GRASA,Dona,Calcio (mg),9.6
CEREALES CON GRASA,Dona,Hierro (mg),0.4
CEREALES CON GRASA,Dona,sodio (mg),117.3
CEREALES CON GRASA,Dona,Azúcar por equivalente (g),3.6
CEREALES CON GRASA,Dona,indice glicémuco,76.0
CEREALES CON GRASA,Dona,Carga glicémica,16.3
CEREALES CON GRASA,Dona azucarada,Cantidad sugerida,1/3
CEREALES CON GRASA,Dona azucarada,Unidad,pieza
CEREALES CON GRASA,Dona azucarada,Peso bruto redondeado (g),21
CEREALES CON GRASA,Dona azucarada,Peso neto (g),21
CEREALES CON GRASA,Dona azucarada,Energia (Kcal),90
CEREALES CON GRASA,Dona azucarada,Proteina (g),1.0
CEREALES CON GRASA,Dona azucarada,Lípidos (g),4.9
CEREALES CON GRASA,Dona azucarada,Hidratos de carbono (g),10.7
CEREALES CON GRASA,Dona azucarada,Fibra (g),0.3
CEREALES CON GRASA,Dona azucarada,Acido Fólico (µg),1.8
CEREALES CON GRASA,Dona azucarada,Calcio (mg),9.6
CEREALES CON GRASA,Dona azucarada,Hierro (mg),0.4
CEREALES CON GRASA,Dona azucarada,sodio (mg),117.3
CEREALES CON GRASA,Dona azucarada,Azúcar por equivalente (g),3.6
CEREALES CON GRASA,Dona azucarada,indice glicémuco,76.0
CEREALES CON GRASA,Dona azucarada,Carga glicémica,16.3
CEREALES CON GRASA,Dona glaseada de chocolate,Cantidad sugerida,1/3
CEREALES CON GRASA,Dona glaseada de chocolate,Unidad,pieza
CEREALES CON GRASA,Dona glaseada de chocolate,Peso bruto redondeado (g),21
CEREALES CON GRASA,Dona glaseada de chocolate,Peso neto (g),21
CEREALES CON GRASA,Dona glaseada de chocolate,Energia (Kcal),102
CEREALES CON GRASA,Dona glaseada de chocolate,Proteina (g),1.0
CEREALES CON GRASA,Dona glaseada de chocolate,Lípidos (g),6.6
CEREALES CON GRASA,Dona glaseada de chocolate,Hidratos de carbono (g),10.3
CEREALES CON GRASA,Dona glaseada de chocolate,Fibra (g),0.4
CEREALES CON GRASA,Dona glaseada de chocolate,Acido Fólico (µg),3.5
CEREALES CON GRASA,Dona glaseada de chocolate,Calcio (mg),7.5
CEREALES CON GRASA,Dona glaseada de chocolate,Hierro (mg),0.5
CEREALES CON GRASA,Dona glaseada de chocolate,sodio (mg),91.8
CEREALES CON GRASA,Dona glaseada de chocolate,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Dona glaseada de chocolate,indice glicémuco,ND
CEREALES CON GRASA,Dona glaseada de chocolate,Carga glicémica,ND
CEREALES CON GRASA,Dona glaseada sabor chocolate,Cantidad sugerida,1/3
CEREALES CON GRASA,Dona glaseada sabor chocolate,Unidad,pieza
CEREALES CON GRASA,Dona glaseada sabor chocolate,Peso bruto redondeado (g),21
CEREALES CON GRASA,Dona glaseada sabor chocolate,Peso neto (g),21
CEREALES CON GRASA,Dona glaseada sabor chocolate,Energia (Kcal),102
CEREALES CON GRASA,Dona glaseada sabor chocolate,Proteina (g),1.0
CEREALES CON GRASA,Dona glaseada sabor chocolate,Lípidos (g),6.6
CEREALES CON GRASA,Dona glaseada sabor chocolate,Hidratos de carbono (g),10.3
CEREALES CON GRASA,Dona glaseada sabor chocolate,Fibra (g),0.4
CEREALES CON GRASA,Dona glaseada sabor chocolate,Acido Fólico (µg),3.5
CEREALES CON GRASA,Dona glaseada sabor chocolate,Calcio (mg),7.5
CEREALES CON GRASA,Dona glaseada sabor chocolate,Hierro (mg),0.5
CEREALES CON GRASA,Dona glaseada sabor chocolate,sodio (mg),91.8
CEREALES CON GRASA,Dona glaseada sabor chocolate,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Dona glaseada sabor chocolate,indice glicémuco,ND
CEREALES CON GRASA,Dona glaseada sabor chocolate,Carga glicémica,ND
CEREALES CON GRASA,Dona glaseada,Cantidad sugerida,1/3
CEREALES CON GRASA,Dona glaseada,Unidad,pieza
CEREALES CON GRASA,Dona glaseada,Peso bruto redondeado (g),21
CEREALES CON GRASA,Dona glaseada,Peso neto (g),21
CEREALES CON GRASA,Dona glaseada,Energia (Kcal),90
CEREALES CON GRASA,Dona glaseada,Proteina (g),1.0
CEREALES CON GRASA,Dona glaseada,Lípidos (g),4.9
CEREALES CON GRASA,Dona glaseada,Hidratos de carbono (g),10.7
CEREALES CON GRASA,Dona glaseada,Fibra (g),0.3
CEREALES CON GRASA,Dona glaseada,Acido Fólico (µg),1.8
CEREALES CON GRASA,Dona glaseada,Calcio (mg),9.6
CEREALES CON GRASA,Dona glaseada,Hierro (mg),0.4
CEREALES CON GRASA,Dona glaseada,sodio (mg),117.3
CEREALES CON GRASA,Dona glaseada,Azúcar por equivalente (g),3.6
CEREALES CON GRASA,Dona glaseada,indice glicémuco,76.0
CEREALES CON GRASA,Dona glaseada,Carga glicémica,16.3
CEREALES CON GRASA,Doraditas,Cantidad sugerida,1/2
CEREALES CON GRASA,Doraditas,Unidad,pieza
CEREALES CON GRASA,Doraditas,Peso bruto redondeado (g),18
CEREALES CON GRASA,Doraditas,Peso neto (g),18
CEREALES CON GRASA,Doraditas,Energia (Kcal),98
CEREALES CON GRASA,Doraditas,Proteina (g),0.9
CEREALES CON GRASA,Doraditas,Lípidos (g),5.0
CEREALES CON GRASA,Doraditas,Hidratos de carbono (g),12.3
CEREALES CON GRASA,Doraditas,Fibra (g),0.0
CEREALES CON GRASA,Doraditas,Acido Fólico (µg),0.0
CEREALES CON GRASA,Doraditas,Calcio (mg),0.0
CEREALES CON GRASA,Doraditas,Hierro (mg),0.0
CEREALES CON GRASA,Doraditas,sodio (mg),139.3
CEREALES CON GRASA,Doraditas,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Doraditas,indice glicémuco,ND
CEREALES CON GRASA,Doraditas,Carga glicémica,ND
CEREALES CON GRASA,Doritos incognita,Cantidad sugerida,1/3
CEREALES CON GRASA,Doritos incognita,Unidad,paquete
CEREALES CON GRASA,Doritos incognita,Peso bruto redondeado (g),19
CEREALES CON GRASA,Doritos incognita,Peso neto (g),19
CEREALES CON GRASA,Doritos incognita,Energia (Kcal),90
CEREALES CON GRASA,Doritos incognita,Proteina (g),15.4
CEREALES CON GRASA,Doritos incognita,Lípidos (g),4.5
CEREALES CON GRASA,Doritos incognita,Hidratos de carbono (g),10.8
CEREALES CON GRASA,Doritos incognita,Fibra (g),1.0
CEREALES CON GRASA,Doritos incognita,Acido Fólico (µg),0.0
CEREALES CON GRASA,Doritos incognita,Calcio (mg),0.0
CEREALES CON GRASA,Doritos incognita,Hierro (mg),0.0
CEREALES CON GRASA,Doritos incognita,sodio (mg),196.0
CEREALES CON GRASA,Doritos incognita,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Doritos incognita,indice glicémuco,ND
CEREALES CON GRASA,Doritos incognita,Carga glicémica,ND
CEREALES CON GRASA,Doritos nachos,Cantidad sugerida,1/3
CEREALES CON GRASA,Doritos nachos,Unidad,paquete
CEREALES CON GRASA,Doritos nachos,Peso bruto redondeado (g),20
CEREALES CON GRASA,Doritos nachos,Peso neto (g),20
CEREALES CON GRASA,Doritos nachos,Energia (Kcal),95
CEREALES CON GRASA,Doritos nachos,Proteina (g),1.6
CEREALES CON GRASA,Doritos nachos,Lípidos (g),5.0
CEREALES CON GRASA,Doritos nachos,Hidratos de carbono (g),11.0
CEREALES CON GRASA,Doritos nachos,Fibra (g),1.0
CEREALES CON GRASA,Doritos nachos,Acido Fólico (µg),0.0
CEREALES CON GRASA,Doritos nachos,Calcio (mg),0.0
CEREALES CON GRASA,Doritos nachos,Hierro (mg),0.0
CEREALES CON GRASA,Doritos nachos,sodio (mg),152.0
CEREALES CON GRASA,Doritos nachos,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Doritos nachos,indice glicémuco,ND
CEREALES CON GRASA,Doritos nachos,Carga glicémica,ND
CEREALES CON GRASA,Doritos pizzerolas,Cantidad sugerida,1/3
CEREALES CON GRASA,Doritos pizzerolas,Unidad,paquete
CEREALES CON GRASA,Doritos pizzerolas,Peso bruto redondeado (g),19
CEREALES CON GRASA,Doritos pizzerolas,Peso neto (g),19
CEREALES CON GRASA,Doritos pizzerolas,Energia (Kcal),93
CEREALES CON GRASA,Doritos pizzerolas,Proteina (g),1.4
CEREALES CON GRASA,Doritos pizzerolas,Lípidos (g),4.9
CEREALES CON GRASA,Doritos pizzerolas,Hidratos de carbono (g),10.8
CEREALES CON GRASA,Doritos pizzerolas,Fibra (g),1.0
CEREALES CON GRASA,Doritos pizzerolas,Acido Fólico (µg),0.0
CEREALES CON GRASA,Doritos pizzerolas,Calcio (mg),0.0
CEREALES CON GRASA,Doritos pizzerolas,Hierro (mg),0.0
CEREALES CON GRASA,Doritos pizzerolas,sodio (mg),213.5
CEREALES CON GRASA,Doritos pizzerolas,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Doritos pizzerolas,indice glicémuco,ND
CEREALES CON GRASA,Doritos pizzerolas,Carga glicémica,ND
CEREALES CON GRASA,Eclair de chocolate,Cantidad sugerida,1/2
CEREALES CON GRASA,Eclair de chocolate,Unidad,pieza
CEREALES CON GRASA,Eclair de chocolate,Peso bruto redondeado (g),29
CEREALES CON GRASA,Eclair de chocolate,Peso neto (g),29
CEREALES CON GRASA,Eclair de chocolate,Energia (Kcal),98
CEREALES CON GRASA,Eclair de chocolate,Proteina (g),1.3
CEREALES CON GRASA,Eclair de chocolate,Lípidos (g),4.6
CEREALES CON GRASA,Eclair de chocolate,Hidratos de carbono (g),12.8
CEREALES CON GRASA,Eclair de chocolate,Fibra (g),0.0
CEREALES CON GRASA,Eclair de chocolate,Acido Fólico (µg),0.0
CEREALES CON GRASA,Eclair de chocolate,Calcio (mg),5.5
CEREALES CON GRASA,Eclair de chocolate,Hierro (mg),0.4
CEREALES CON GRASA,Eclair de chocolate,sodio (mg),32.5
CEREALES CON GRASA,Eclair de chocolate,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Eclair de chocolate,indice glicémuco,ND
CEREALES CON GRASA,Eclair de chocolate,Carga glicémica,ND
CEREALES CON GRASA,Fritos,Cantidad sugerida,20
CEREALES CON GRASA,Fritos,Unidad,g
CEREALES CON GRASA,Fritos,Peso bruto redondeado (g),20
CEREALES CON GRASA,Fritos,Peso neto (g),20
CEREALES CON GRASA,Fritos,Energia (Kcal),110
CEREALES CON GRASA,Fritos,Proteina (g),1.6
CEREALES CON GRASA,Fritos,Lípidos (g),7.2
CEREALES CON GRASA,Fritos,Hidratos de carbono (g),9.6
CEREALES CON GRASA,Fritos,Fibra (g),1.6
CEREALES CON GRASA,Fritos,Acido Fólico (µg),0.0
CEREALES CON GRASA,Fritos,Calcio (mg),0.0
CEREALES CON GRASA,Fritos,Hierro (mg),0.0
CEREALES CON GRASA,Fritos,sodio (mg),144.0
CEREALES CON GRASA,Fritos,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Fritos,indice glicémuco,ND
CEREALES CON GRASA,Fritos,Carga glicémica,ND
CEREALES CON GRASA,Frituras de maíz con chile y limón,Cantidad sugerida,1/3
CEREALES CON GRASA,Frituras de maíz con chile y limón,Unidad,bolsa
CEREALES CON GRASA,Frituras de maíz con chile y limón,Peso bruto redondeado (g),19
CEREALES CON GRASA,Frituras de maíz con chile y limón,Peso neto (g),19
CEREALES CON GRASA,Frituras de maíz con chile y limón,Energia (Kcal),84
CEREALES CON GRASA,Frituras de maíz con chile y limón,Proteina (g),0.8
CEREALES CON GRASA,Frituras de maíz con chile y limón,Lípidos (g),5.3
CEREALES CON GRASA,Frituras de maíz con chile y limón,Hidratos de carbono (g),8.3
CEREALES CON GRASA,Frituras de maíz con chile y limón,Fibra (g),0.0
CEREALES CON GRASA,Frituras de maíz con chile y limón,Acido Fólico (µg),0.0
CEREALES CON GRASA,Frituras de maíz con chile y limón,Calcio (mg),0.0
CEREALES CON GRASA,Frituras de maíz con chile y limón,Hierro (mg),1.4
CEREALES CON GRASA,Frituras de maíz con chile y limón,sodio (mg),218.2
CEREALES CON GRASA,Frituras de maíz con chile y limón,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Frituras de maíz con chile y limón,indice glicémuco,64.0
CEREALES CON GRASA,Frituras de maíz con chile y limón,Carga glicémica,12.0
CEREALES CON GRASA,Frituras de maíz con limón y sal,Cantidad sugerida,1/3
CEREALES CON GRASA,Frituras de maíz con limón y sal,Unidad,bolsa
CEREALES CON GRASA,Frituras de maíz con limón y sal,Peso bruto redondeado (g),19
CEREALES CON GRASA,Frituras de maíz con limón y sal,Peso neto (g),19
CEREALES CON GRASA,Frituras de maíz con limón y sal,Energia (Kcal),84
CEREALES CON GRASA,Frituras de maíz con limón y sal,Proteina (g),0.8
CEREALES CON GRASA,Frituras de maíz con limón y sal,Lípidos (g),5.3
CEREALES CON GRASA,Frituras de maíz con limón y sal,Hidratos de carbono (g),8.3
CEREALES CON GRASA,Frituras de maíz con limón y sal,Fibra (g),0.0
CEREALES CON GRASA,Frituras de maíz con limón y sal,Acido Fólico (µg),0.0
CEREALES CON GRASA,Frituras de maíz con limón y sal,Calcio (mg),0.0
CEREALES CON GRASA,Frituras de maíz con limón y sal,Hierro (mg),1.4
CEREALES CON GRASA,Frituras de maíz con limón y sal,sodio (mg),218.2
CEREALES CON GRASA,Frituras de maíz con limón y sal,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Frituras de maíz con limón y sal,indice glicémuco,64.0
CEREALES CON GRASA,Frituras de maíz con limón y sal,Carga glicémica,12.0
CEREALES CON GRASA,Fruitcake,Cantidad sugerida,1/3
CEREALES CON GRASA,Fruitcake,Unidad,rebanada
CEREALES CON GRASA,Fruitcake,Peso bruto redondeado (g),32
CEREALES CON GRASA,Fruitcake,Peso neto (g),32
CEREALES CON GRASA,Fruitcake,Energia (Kcal),104
CEREALES CON GRASA,Fruitcake,Proteina (g),0.9
CEREALES CON GRASA,Fruitcake,Lípidos (g),2.9
CEREALES CON GRASA,Fruitcake,Hidratos de carbono (g),19.9
CEREALES CON GRASA,Fruitcake,Fibra (g),1.2
CEREALES CON GRASA,Fruitcake,Acido Fólico (µg),0.0
CEREALES CON GRASA,Fruitcake,Calcio (mg),0.0
CEREALES CON GRASA,Fruitcake,Hierro (mg),0.0
CEREALES CON GRASA,Fruitcake,sodio (mg),0.0
CEREALES CON GRASA,Fruitcake,Azúcar por equivalente (g),9.6
CEREALES CON GRASA,Fruitcake,indice glicémuco,ND
CEREALES CON GRASA,Fruitcake,Carga glicémica,ND
CEREALES CON GRASA,Galletas con chispa de chocolate,Cantidad sugerida,3
CEREALES CON GRASA,Galletas con chispa de chocolate,Unidad,pieza
CEREALES CON GRASA,Galletas con chispa de chocolate,Peso bruto redondeado (g),21
CEREALES CON GRASA,Galletas con chispa de chocolate,Peso neto (g),21
CEREALES CON GRASA,Galletas con chispa de chocolate,Energia (Kcal),105
CEREALES CON GRASA,Galletas con chispa de chocolate,Proteina (g),1.3
CEREALES CON GRASA,Galletas con chispa de chocolate,Lípidos (g),5.3
CEREALES CON GRASA,Galletas con chispa de chocolate,Hidratos de carbono (g),13.8
CEREALES CON GRASA,Galletas con chispa de chocolate,Fibra (g),0.7
CEREALES CON GRASA,Galletas con chispa de chocolate,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galletas con chispa de chocolate,Calcio (mg),0.0
CEREALES CON GRASA,Galletas con chispa de chocolate,Hierro (mg),0.0
CEREALES CON GRASA,Galletas con chispa de chocolate,sodio (mg),72.2
CEREALES CON GRASA,Galletas con chispa de chocolate,Azúcar por equivalente (g),6.6
CEREALES CON GRASA,Galletas con chispa de chocolate,indice glicémuco,ND
CEREALES CON GRASA,Galletas con chispa de chocolate,Carga glicémica,ND
CEREALES CON GRASA,Galletas cubierta de chocolate,Cantidad sugerida,1 1/2
CEREALES CON GRASA,Galletas cubierta de chocolate,Unidad,pieza
CEREALES CON GRASA,Galletas cubierta de chocolate,Peso bruto redondeado (g),21
CEREALES CON GRASA,Galletas cubierta de chocolate,Peso neto (g),21
CEREALES CON GRASA,Galletas cubierta de chocolate,Energia (Kcal),103
CEREALES CON GRASA,Galletas cubierta de chocolate,Proteina (g),1.2
CEREALES CON GRASA,Galletas cubierta de chocolate,Lípidos (g),5.0
CEREALES CON GRASA,Galletas cubierta de chocolate,Hidratos de carbono (g),14.2
CEREALES CON GRASA,Galletas cubierta de chocolate,Fibra (g),0.7
CEREALES CON GRASA,Galletas cubierta de chocolate,Acido Fólico (µg),2.3
CEREALES CON GRASA,Galletas cubierta de chocolate,Calcio (mg),12.0
CEREALES CON GRASA,Galletas cubierta de chocolate,Hierro (mg),0.8
CEREALES CON GRASA,Galletas cubierta de chocolate,sodio (mg),61.5
CEREALES CON GRASA,Galletas cubierta de chocolate,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Galletas cubierta de chocolate,indice glicémuco,ND
CEREALES CON GRASA,Galletas cubierta de chocolate,Carga glicémica,ND
CEREALES CON GRASA,Galleta de avena,Cantidad sugerida,1
