grupo,nombre,aporte,cantidad
CEREALES CON GRASA,Galleta de avena,Unidad,pieza
CEREALES CON GRASA,Galleta de avena,Peso bruto redondeado (g),18
CEREALES CON GRASA,Galleta de avena,Peso neto (g),18
CEREALES CON GRASA,Galleta de avena,Energia (Kcal),81
CEREALES CON GRASA,Galleta de avena,Proteina (g),1.1
CEREALES CON GRASA,Galleta de avena,Lípidos (g),3.3
CEREALES CON GRASA,Galleta de avena,Hidratos de carbono (g),12.4
CEREALES CON GRASA,Galleta de avena,Fibra (g),0.5
CEREALES CON GRASA,Galleta de avena,Acido Fólico (µg),1.0
CEREALES CON GRASA,Galleta de avena,Calcio (mg),7.0
CEREALES CON GRASA,Galleta de avena,Hierro (mg),0.5
CEREALES CON GRASA,Galleta de avena,sodio (mg),69.0
CEREALES CON GRASA,Galleta de avena,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Galleta de avena,indice glicémuco,ND
CEREALES CON GRASA,Galleta de avena,Carga glicémica,ND
CEREALES CON GRASA,Galleta de avena con pasas,Cantidad sugerida,2
CEREALES CON GRASA,Galleta de avena con pasas,Unidad,pieza
CEREALES CON GRASA,Galleta de avena con pasas,Peso bruto redondeado (g),25
CEREALES CON GRASA,Galleta de avena con pasas,Peso neto (g),25
CEREALES CON GRASA,Galleta de avena con pasas,Energia (Kcal),110
CEREALES CON GRASA,Galleta de avena con pasas,Proteina (g),1.0
CEREALES CON GRASA,Galleta de avena con pasas,Lípidos (g),5.0
CEREALES CON GRASA,Galleta de avena con pasas,Hidratos de carbono (g),15.0
CEREALES CON GRASA,Galleta de avena con pasas,Fibra (g),0.0
CEREALES CON GRASA,Galleta de avena con pasas,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta de avena con pasas,Calcio (mg),0.0
CEREALES CON GRASA,Galleta de avena con pasas,Hierro (mg),0.0
CEREALES CON GRASA,Galleta de avena con pasas,sodio (mg),75.0
CEREALES CON GRASA,Galleta de avena con pasas,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Galleta de avena con pasas,indice glicémuco,ND
CEREALES CON GRASA,Galleta de avena con pasas,Carga glicémica,ND
CEREALES CON GRASA,Galleta de avena y manzana,Cantidad sugerida,1
CEREALES CON GRASA,Galleta de avena y manzana,Unidad,pieza
CEREALES CON GRASA,Galleta de avena y manzana,Peso bruto redondeado (g),24
CEREALES CON GRASA,Galleta de avena y manzana,Peso neto (g),24
CEREALES CON GRASA,Galleta de avena y manzana,Energia (Kcal),108
CEREALES CON GRASA,Galleta de avena y manzana,Proteina (g),0.9
CEREALES CON GRASA,Galleta de avena y manzana,Lípidos (g),3.5
CEREALES CON GRASA,Galleta de avena y manzana,Hidratos de carbono (g),17.6
CEREALES CON GRASA,Galleta de avena y manzana,Fibra (g),0.0
CEREALES CON GRASA,Galleta de avena y manzana,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta de avena y manzana,Calcio (mg),23.0
CEREALES CON GRASA,Galleta de avena y manzana,Hierro (mg),0.3
CEREALES CON GRASA,Galleta de avena y manzana,sodio (mg),106.5
CEREALES CON GRASA,Galleta de avena y manzana,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Galleta de avena y manzana,indice glicémuco,ND
CEREALES CON GRASA,Galleta de avena y manzana,Carga glicémica,ND
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Cantidad sugerida,2 1/2
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Unidad,pieza
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Peso bruto redondeado (g),23
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Peso neto (g),23
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Energia (Kcal),106
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Proteina (g),1.3
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Lípidos (g),4.6
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Hidratos de carbono (g),16.5
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Fibra (g),0.7
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Calcio (mg),0.0.
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Hierro (mg),0.0
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,sodio (mg),0.0
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Azúcar por equivalente (g),9.3
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,indice glicémuco,ND
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso,Carga glicémica,ND
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Cantidad sugerida,3
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Unidad,pieza
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Peso bruto redondeado (g),27
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Peso neto (g),27
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Energia (Kcal),119
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Proteina (g),1.6
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Lípidos (g),3.6
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Hidratos de carbono (g),20.6
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Fibra (g),0.8
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Calcio (mg),0.0
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Hierro (mg),0.0
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,sodio (mg),0.0
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Azúcar por equivalente (g),11.1
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,indice glicémuco,ND
CEREALES CON GRASA,Galleta de chocolate con relleno cremoso baja en grasa,Carga glicémica,ND
CEREALES CON GRASA,Galleta de crema de cacahuate,Cantidad sugerida,1 1/2
CEREALES CON GRASA,Galleta de crema de cacahuate,Unidad,pieza
CEREALES CON GRASA,Galleta de crema de cacahuate,Peso bruto redondeado (g),23
CEREALES CON GRASA,Galleta de crema de cacahuate,Peso neto (g),23
CEREALES CON GRASA,Galleta de crema de cacahuate,Energia (Kcal),108
CEREALES CON GRASA,Galleta de crema de cacahuate,Proteina (g),2.1
CEREALES CON GRASA,Galleta de crema de cacahuate,Lípidos (g),5.3
CEREALES CON GRASA,Galleta de crema de cacahuate,Hidratos de carbono (g),13.2
CEREALES CON GRASA,Galleta de crema de cacahuate,Fibra (g),0.5
CEREALES CON GRASA,Galleta de crema de cacahuate,Acido Fólico (µg),7.5
CEREALES CON GRASA,Galleta de crema de cacahuate,Calcio (mg),7.5
CEREALES CON GRASA,Galleta de crema de cacahuate,Hierro (mg),0.6
CEREALES CON GRASA,Galleta de crema de cacahuate,sodio (mg),93.0
CEREALES CON GRASA,Galleta de crema de cacahuate,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Galleta de crema de cacahuate,indice glicémuco,ND
CEREALES CON GRASA,Galleta de crema de cacahuate,Carga glicémica,ND
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Cantidad sugerida,2
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Unidad,pieza
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Peso bruto redondeado (g),26
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Peso neto (g),26
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Energia (Kcal),110
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Proteina (g),1.0
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Lípidos (g),4.4
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Hidratos de carbono (g),17.6
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Fibra (g),0.6
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Acido Fólico (µg),2.0
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Calcio (mg),12.0
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Hierro (mg),0.7
CEREALES CON GRASA,Galleta de malvavisco con chocolate,sodio (mg),44.0
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Galleta de malvavisco con chocolate,indice glicémuco,ND
CEREALES CON GRASA,Galleta de malvavisco con chocolate,Carga glicémica,ND
CEREALES CON GRASA,Galleta de nuez,Cantidad sugerida,1 1/2
CEREALES CON GRASA,Galleta de nuez,Unidad,pieza
CEREALES CON GRASA,Galleta de nuez,Peso bruto redondeado (g),23
CEREALES CON GRASA,Galleta de nuez,Peso neto (g),23
CEREALES CON GRASA,Galleta de nuez,Energia (Kcal),110
CEREALES CON GRASA,Galleta de nuez,Proteina (g),1.5
CEREALES CON GRASA,Galleta de nuez,Lípidos (g),4.5
CEREALES CON GRASA,Galleta de nuez,Hidratos de carbono (g),15.8
CEREALES CON GRASA,Galleta de nuez,Fibra (g),1.9
CEREALES CON GRASA,Galleta de nuez,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta de nuez,Calcio (mg),0.0
CEREALES CON GRASA,Galleta de nuez,Hierro (mg),0.0
CEREALES CON GRASA,Galleta de nuez,sodio (mg),131.2
CEREALES CON GRASA,Galleta de nuez,Azúcar por equivalente (g),5.2
CEREALES CON GRASA,Galleta de nuez,indice glicémuco,ND
CEREALES CON GRASA,Galleta de nuez,Carga glicémica,ND
CEREALES CON GRASA,Galleta integral,Cantidad sugerida,4
CEREALES CON GRASA,Galleta integral,Unidad,pieza
CEREALES CON GRASA,Galleta integral,Peso bruto redondeado (g),20
CEREALES CON GRASA,Galleta integral,Peso neto (g),20
CEREALES CON GRASA,Galleta integral,Energia (Kcal),95
CEREALES CON GRASA,Galleta integral,Proteina (g),1.7
CEREALES CON GRASA,Galleta integral,Lípidos (g),3.6
CEREALES CON GRASA,Galleta integral,Hidratos de carbono (g),13.9
CEREALES CON GRASA,Galleta integral,Fibra (g),1.1
CEREALES CON GRASA,Galleta integral,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta integral,Calcio (mg),0.0
CEREALES CON GRASA,Galleta integral,Hierro (mg),0.0
CEREALES CON GRASA,Galleta integral,sodio (mg),180.0
CEREALES CON GRASA,Galleta integral,Azúcar por equivalente (g),0.5
CEREALES CON GRASA,Galleta integral,indice glicémuco,ND
CEREALES CON GRASA,Galleta integral,Carga glicémica,ND
CEREALES CON GRASA,Galleta integral con miel,Cantidad sugerida,4
CEREALES CON GRASA,Galleta integral con miel,Unidad,pieza
CEREALES CON GRASA,Galleta integral con miel,Peso bruto redondeado (g),24
CEREALES CON GRASA,Galleta integral con miel,Peso neto (g),24
CEREALES CON GRASA,Galleta integral con miel,Energia (Kcal),110
CEREALES CON GRASA,Galleta integral con miel,Proteina (g),1.9
CEREALES CON GRASA,Galleta integral con miel,Lípidos (g),3.2
CEREALES CON GRASA,Galleta integral con miel,Hidratos de carbono (g),18.2
CEREALES CON GRASA,Galleta integral con miel,Fibra (g),0.6
CEREALES CON GRASA,Galleta integral con miel,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta integral con miel,Calcio (mg),0.0
CEREALES CON GRASA,Galleta integral con miel,Hierro (mg),0.0
CEREALES CON GRASA,Galleta integral con miel,sodio (mg),90.8
CEREALES CON GRASA,Galleta integral con miel,Azúcar por equivalente (g),5.2
CEREALES CON GRASA,Galleta integral con miel,indice glicémuco,ND
CEREALES CON GRASA,Galleta integral con miel,Carga glicémica,ND
CEREALES CON GRASA,Galleta integral de miel,Cantidad sugerida,4
CEREALES CON GRASA,Galleta integral de miel,Unidad,pieza
CEREALES CON GRASA,Galleta integral de miel,Peso bruto redondeado (g),24
CEREALES CON GRASA,Galleta integral de miel,Peso neto (g),24
CEREALES CON GRASA,Galleta integral de miel,Energia (Kcal),110
CEREALES CON GRASA,Galleta integral de miel,Proteina (g),1.9
CEREALES CON GRASA,Galleta integral de miel,Lípidos (g),3.2
CEREALES CON GRASA,Galleta integral de miel,Hidratos de carbono (g),18.2
CEREALES CON GRASA,Galleta integral de miel,Fibra (g),0.6
CEREALES CON GRASA,Galleta integral de miel,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta integral de miel,Calcio (mg),0.0
CEREALES CON GRASA,Galleta integral de miel,Hierro (mg),0.0
CEREALES CON GRASA,Galleta integral de miel,sodio (mg),90.8
CEREALES CON GRASA,Galleta integral de miel,Azúcar por equivalente (g),5.2
CEREALES CON GRASA,Galleta integral de miel,indice glicémuco,ND
CEREALES CON GRASA,Galleta integral de miel,Carga glicémica,ND
CEREALES CON GRASA,Galleta integral de trigo,Cantidad sugerida,4
CEREALES CON GRASA,Galleta integral de trigo,Unidad,pieza
CEREALES CON GRASA,Galleta integral de trigo,Peso bruto redondeado (g),28
CEREALES CON GRASA,Galleta integral de trigo,Peso neto (g),28
CEREALES CON GRASA,Galleta integral de trigo,Energia (Kcal),113
CEREALES CON GRASA,Galleta integral de trigo,Proteina (g),2.4
CEREALES CON GRASA,Galleta integral de trigo,Lípidos (g),3.9
CEREALES CON GRASA,Galleta integral de trigo,Hidratos de carbono (g),19.1
CEREALES CON GRASA,Galleta integral de trigo,Fibra (g),1.6
CEREALES CON GRASA,Galleta integral de trigo,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta integral de trigo,Calcio (mg),6.4
CEREALES CON GRASA,Galleta integral de trigo,Hierro (mg),0.1
CEREALES CON GRASA,Galleta integral de trigo,sodio (mg),153.2
CEREALES CON GRASA,Galleta integral de trigo,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Galleta integral de trigo,indice glicémuco,ND
CEREALES CON GRASA,Galleta integral de trigo,Carga glicémica,ND
CEREALES CON GRASA,Galleta integral molida,Cantidad sugerida,4
CEREALES CON GRASA,Galleta integral molida,Unidad,cucharada
CEREALES CON GRASA,Galleta integral molida,Peso bruto redondeado (g),24
CEREALES CON GRASA,Galleta integral molida,Peso neto (g),24
CEREALES CON GRASA,Galleta integral molida,Energia (Kcal),114
CEREALES CON GRASA,Galleta integral molida,Proteina (g),2.1
CEREALES CON GRASA,Galleta integral molida,Lípidos (g),4.3
CEREALES CON GRASA,Galleta integral molida,Hidratos de carbono (g),16.6
CEREALES CON GRASA,Galleta integral molida,Fibra (g),1.4
CEREALES CON GRASA,Galleta integral molida,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta integral molida,Calcio (mg),0.0
CEREALES CON GRASA,Galleta integral molida,Hierro (mg),0.0
CEREALES CON GRASA,Galleta integral molida,sodio (mg),216.0
CEREALES CON GRASA,Galleta integral molida,Azúcar por equivalente (g),0.6
CEREALES CON GRASA,Galleta integral molida,indice glicémuco,ND
CEREALES CON GRASA,Galleta integral molida,Carga glicémica,ND
CEREALES CON GRASA,Galleta O´reo,Cantidad sugerida,2
CEREALES CON GRASA,Galleta O´reo,Unidad,pieza
CEREALES CON GRASA,Galleta O´reo,Peso bruto redondeado (g),18
CEREALES CON GRASA,Galleta O´reo,Peso neto (g),18
CEREALES CON GRASA,Galleta O´reo,Energia (Kcal),86
CEREALES CON GRASA,Galleta O´reo,Proteina (g),0.9
CEREALES CON GRASA,Galleta O´reo,Lípidos (g),3.8
CEREALES CON GRASA,Galleta O´reo,Hidratos de carbono (g),12.2
CEREALES CON GRASA,Galleta O´reo,Fibra (g),0.4
CEREALES CON GRASA,Galleta O´reo,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta O´reo,Calcio (mg),0.0
CEREALES CON GRASA,Galleta O´reo,Hierro (mg),0.0
CEREALES CON GRASA,Galleta O´reo,sodio (mg),84.8
CEREALES CON GRASA,Galleta O´reo,Azúcar por equivalente (g),ND
CEREALES CON GRASA,Galleta O´reo,indice glicémuco,ND
CEREALES CON GRASA,Galleta O´reo,Carga glicémica,ND
CEREALES CON GRASA,Galleta salada cremosa,Cantidad sugerida,7
CEREALES CON GRASA,Galleta salada cremosa,Unidad,pieza
CEREALES CON GRASA,Galleta salada cremosa,Peso bruto redondeado (g),22
CEREALES CON GRASA,Galleta salada cremosa,Peso neto (g),22
CEREALES CON GRASA,Galleta salada cremosa,Energia (Kcal),112
CEREALES CON GRASA,Galleta salada cremosa,Proteina (g),1.4
CEREALES CON GRASA,Galleta salada cremosa,Lípidos (g),5.6
CEREALES CON GRASA,Galleta salada cremosa,Hidratos de carbono (g),14.0
CEREALES CON GRASA,Galleta salada cremosa,Fibra (g),0.0
CEREALES CON GRASA,Galleta salada cremosa,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta salada cremosa,Calcio (mg),0.0
CEREALES CON GRASA,Galleta salada cremosa,Hierro (mg),0.0
CEREALES CON GRASA,Galleta salada cremosa,sodio (mg),189.0
CEREALES CON GRASA,Galleta salada cremosa,Azúcar por equivalente (g),1.4
CEREALES CON GRASA,Galleta salada cremosa,indice glicémuco,ND
CEREALES CON GRASA,Galleta salada cremosa,Carga glicémica,ND
CEREALES CON GRASA,Galleta sandwich,Cantidad sugerida,2
CEREALES CON GRASA,Galleta sandwich,Unidad,pieza
CEREALES CON GRASA,Galleta sandwich,Peso bruto redondeado (g),21
CEREALES CON GRASA,Galleta sandwich,Peso neto (g),21
CEREALES CON GRASA,Galleta sandwich,Energia (Kcal),91
CEREALES CON GRASA,Galleta sandwich,Proteina (g),0.8
CEREALES CON GRASA,Galleta sandwich,Lípidos (g),2.1
CEREALES CON GRASA,Galleta sandwich,Hidratos de carbono (g),16.5
CEREALES CON GRASA,Galleta sandwich,Fibra (g),0.8
CEREALES CON GRASA,Galleta sandwich,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta sandwich,Calcio (mg),0.0
CEREALES CON GRASA,Galleta sandwich,Hierro (mg),0.0
CEREALES CON GRASA,Galleta sandwich,sodio (mg),181.1
CEREALES CON GRASA,Galleta sandwich,Azúcar por equivalente (g),9.1
CEREALES CON GRASA,Galleta sandwich,indice glicémuco,ND
CEREALES CON GRASA,Galleta sandwich,Carga glicémica,ND
CEREALES CON GRASA,Galleta sandwich chocolate,Cantidad sugerida,2
CEREALES CON GRASA,Galleta sandwich chocolate,Unidad,pieza
CEREALES CON GRASA,Galleta sandwich chocolate,Peso bruto redondeado (g),21
CEREALES CON GRASA,Galleta sandwich chocolate,Peso neto (g),21
CEREALES CON GRASA,Galleta sandwich chocolate,Energia (Kcal),91
CEREALES CON GRASA,Galleta sandwich chocolate,Proteina (g),0.8
CEREALES CON GRASA,Galleta sandwich chocolate,Lípidos (g),2.1
CEREALES CON GRASA,Galleta sandwich chocolate,Hidratos de carbono (g),16.5
CEREALES CON GRASA,Galleta sandwich chocolate,Fibra (g),0.8
CEREALES CON GRASA,Galleta sandwich chocolate,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta sandwich chocolate,Calcio (mg),0.0
CEREALES CON GRASA,Galleta sandwich chocolate,Hierro (mg),0.0
CEREALES CON GRASA,Galleta sandwich chocolate,sodio (mg),181.1
CEREALES CON GRASA,Galleta sandwich chocolate,Azúcar por equivalente (g),9.1
CEREALES CON GRASA,Galleta sandwich chocolate,indice glicémuco,ND
CEREALES CON GRASA,Galleta sandwich chocolate,Carga glicémica,ND
CEREALES CON GRASA,Galleta sandwuich de vainilla,Cantidad sugerida,2
CEREALES CON GRASA,Galleta sandwuich de vainilla,Unidad,pieza
CEREALES CON GRASA,Galleta sandwuich de vainilla,Peso bruto redondeado (g),21
CEREALES CON GRASA,Galleta sandwuich de vainilla,Peso neto (g),21
CEREALES CON GRASA,Galleta sandwuich de vainilla,Energia (Kcal),91
CEREALES CON GRASA,Galleta sandwuich de vainilla,Proteina (g),0.8
CEREALES CON GRASA,Galleta sandwuich de vainilla,Lípidos (g),25.1
CEREALES CON GRASA,Galleta sandwuich de vainilla,Hidratos de carbono (g),16.5
CEREALES CON GRASA,Galleta sandwuich de vainilla,Fibra (g),0.8
CEREALES CON GRASA,Galleta sandwuich de vainilla,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta sandwuich de vainilla,Calcio (mg),0.0
CEREALES CON GRASA,Galleta sandwuich de vainilla,Hierro (mg),0.0
CEREALES CON GRASA,Galleta sandwuich de vainilla,sodio (mg),181.1
CEREALES CON GRASA,Galleta sandwuich de vainilla,Azúcar por equivalente (g),9.1
CEREALES CON GRASA,Galleta sandwuich de vainilla,indice glicémuco,ND
CEREALES CON GRASA,Galleta sandwuich de vainilla,Carga glicémica,ND
CEREALES CON GRASA,Galleta wafers,Cantidad sugerida,6
CEREALES CON GRASA,Galleta wafers,Unidad,pieza
CEREALES CON GRASA,Galleta wafers,Peso bruto redondeado (g),21
CEREALES CON GRASA,Galleta wafers,Peso neto (g),21
CEREALES CON GRASA,Galleta wafers,Energia (Kcal),105
CEREALES CON GRASA,Galleta wafers,Proteina (g),0.8
CEREALES CON GRASA,Galleta wafers,Lípidos (g),4.5
CEREALES CON GRASA,Galleta wafers,Hidratos de carbono (g),15.8
CEREALES CON GRASA,Galleta wafers,Fibra (g),0.8
CEREALES CON GRASA,Galleta wafers,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galleta wafers,Calcio (mg),0.0
CEREALES CON GRASA,Galleta wafers,Hierro (mg),0.0
CEREALES CON GRASA,Galleta wafers,sodio (mg),30.0
CEREALES CON GRASA,Galleta wafers,Azúcar por equivalente (g),9.8
CEREALES CON GRASA,Galleta wafers,indice glicémuco,ND
CEREALES CON GRASA,Galleta wafers,Carga glicémica,ND
CEREALES CON GRASA,Galletas con almendras,Cantidad sugerida,1 1/2
CEREALES CON GRASA,Galletas con almendras,Unidad,pieza
CEREALES CON GRASA,Galletas con almendras,Peso bruto redondeado (g),21
CEREALES CON GRASA,Galletas con almendras,Peso neto (g),21
CEREALES CON GRASA,Galletas con almendras,Energia (Kcal),113
CEREALES CON GRASA,Galletas con almendras,Proteina (g),0.8
CEREALES CON GRASA,Galletas con almendras,Lípidos (g),7.4
CEREALES CON GRASA,Galletas con almendras,Hidratos de carbono (g),12.8
CEREALES CON GRASA,Galletas con almendras,Fibra (g),ND
CEREALES CON GRASA,Galletas con almendras,Acido Fólico (µg),0.0
CEREALES CON GRASA,Galletas con almendras,Calcio (mg),0.0
CEREALES CON GRASA,Galletas con almendras,Hierro (mg),0.0
CEREALES CON GRASA,Galletas con almendras,sodio (mg),0.0
CEREALES CON GRASA,Galletas con almendras,Azúcar por equivalente (g),9.8
CEREALES CON GRASA,Galletas con almendras,indice glicémuco,ND
CEREALES CON GRASA,Galletas con almendras,Carga glicémica,ND
CEREALES CON GRASA,Galletas con chispas de chocolate,Cantidad sugerida,1/2
CEREALES CON GRASA,Galletas con chispas de chocolate,Unidad,pieza
CEREALES CON GRASA,Galletas con chispas de chocolate,Peso bruto redondeado (g),16
CEREALES CON GRASA,Galletas con chispas de chocolate,Peso neto (g),16
CEREALES CON GRASA,Galletas con chispas de chocolate,Energia (Kcal),80
